	Zn	bo
OG0007102	Znev_10844	Bo_m.308576
OG0007103	Znev_10845	Bo_m.125317
OG0007104	Znev_10850	Bo_m.312153
OG0007105	Znev_10851	Bo_m.307693
OG0007106	Znev_10852	Bo_m.191322
OG0007107	Znev_01759	Bo_m.324076
OG0007108	Znev_01762	Bo_m.136634
OG0007109	Znev_01763	Bo_m.370572
OG0007110	Znev_01765	Bo_m.75055
OG0007111	Znev_01766	Bo_m.202838
OG0007112	Znev_01767	Bo_m.203861
OG0007113	Znev_01768	Bo_m.78300
OG0007114	Znev_01769	Bo_m.117533
OG0007115	Znev_01770	Bo_m.348342
OG0007116	Znev_01771	Bo_m.292086
OG0007117	Znev_01776	Bo_m.2108
OG0007118	Znev_01777	Bo_m.334209
OG0007119	Znev_01782	Bo_m.382319
OG0007120	Znev_01783	Bo_m.208578
OG0007121	Znev_01784	Bo_m.107838
OG0007122	Znev_01785	Bo_m.318999
OG0007123	Znev_01787	Bo_m.42430
OG0007124	Znev_01789	Bo_m.344402
OG0007125	Znev_01790	Bo_m.200182
OG0007126	Znev_01791	Bo_m.271577
OG0007127	Znev_01792	Bo_m.160766
OG0007128	Znev_01794	Bo_m.50698
OG0007129	Znev_01796	Bo_m.304317
OG0007130	Znev_01797	Bo_m.306966
OG0007131	Znev_01799	Bo_m.268002
OG0007132	Znev_01800	Bo_m.30857
OG0007133	Znev_01803	Bo_m.23714
OG0007134	Znev_01804	Bo_m.135730
OG0007135	Znev_01808	Bo_m.70914
OG0007136	Znev_01811	Bo_m.367050
OG0007137	Znev_01815	Bo_m.189764
OG0007138	Znev_01816	Bo_m.229889
OG0007139	Znev_01818	Bo_m.250850
OG0007140	Znev_16744	Bo_m.320282
OG0007141	Znev_16745	Bo_m.136607
OG0007142	Znev_16746	Bo_m.133133
OG0007143	Znev_08045	Bo_m.180584
OG0007144	Znev_08046	Bo_m.15732
OG0007145	Znev_08049	Bo_m.231370
OG0007146	Znev_08055	Bo_m.273588
OG0007147	Znev_08057	Bo_m.125114
OG0007148	Znev_08058	Bo_m.216955
OG0007149	Znev_08064	Bo_m.330182
OG0007150	Znev_08068	Bo_m.243221
OG0007151	Znev_08069	Bo_m.334382
OG0007152	Znev_08070	Bo_m.181487
OG0007153	Znev_17631	Bo_m.261638
OG0007154	Znev_15989	Bo_m.369486
OG0007155	Znev_15990	Bo_m.375185
OG0007156	Znev_05500	Bo_m.366067
OG0007157	Znev_05501	Bo_m.342166
OG0007158	Znev_05505	Bo_m.104330
OG0007159	Znev_05508	Bo_m.382678
OG0007160	Znev_05509	Bo_m.194072
OG0007161	Znev_05510	Bo_m.265445
OG0007162	Znev_05512	Bo_m.76836
OG0007163	Znev_05521	Bo_m.275613
OG0007164	Znev_05522	Bo_m.258241
OG0007165	Znev_05523	Bo_m.281332
OG0007166	Znev_05525	Bo_m.373343
OG0007167	Znev_05528	Bo_m.331511
OG0007168	Znev_05529	Bo_m.188065
OG0007169	Znev_05530	Bo_m.148541
OG0007170	Znev_05532	Bo_m.261814
OG0007171	Znev_05535	Bo_m.6791
OG0007172	Znev_16819	Bo_m.366056
OG0007173	Znev_12770	Bo_m.200256
OG0007174	Znev_12772	Bo_m.97391
OG0007175	Znev_12221	Bo_m.227577
OG0007176	Znev_12222	Bo_m.150698
OG0007177	Znev_12229	Bo_m.358102
OG0007178	Znev_11855	Bo_m.270033
OG0007179	Znev_11856	Bo_m.346673
OG0007180	Znev_11857	Bo_m.302466
OG0007181	Znev_11858	Bo_m.50129
OG0007182	Znev_11859	Bo_m.263945
OG0007183	Znev_11861	Bo_m.297451
OG0007184	Znev_11862	Bo_m.208989
OG0007185	Znev_11863	Bo_m.92036
OG0007186	Znev_11866	Bo_m.309106
OG0007187	Znev_11867	Bo_m.214433
OG0007188	Znev_17914	Bo_m.91857
OG0007189	Znev_12584	Bo_m.363759
OG0007190	Znev_12585	Bo_m.335636
OG0007191	Znev_12588	Bo_m.41341
OG0007192	Znev_12589	Bo_m.91363
OG0007193	Znev_14513	Bo_m.203318
OG0007194	Znev_14514	Bo_m.204743
OG0007195	Znev_18247	Bo_m.257058
OG0007196	Znev_18248	Bo_m.52100
OG0007197	Znev_04986	Bo_m.352490
OG0007198	Znev_05000	Bo_m.294585
OG0007199	Znev_05003	Bo_m.293269
OG0007200	Znev_05015	Bo_m.114581
OG0007201	Znev_05017	Bo_m.314196
OG0007202	Znev_05020	Bo_m.10140
OG0007203	Znev_15603	Bo_m.227364
OG0007204	Znev_07578	Bo_m.224399
OG0007205	Znev_07580	Bo_m.78641
OG0007206	Znev_07581	Bo_m.125363
OG0007207	Znev_07582	Bo_m.152525
OG0007208	Znev_07584	Bo_m.152702
OG0007209	Znev_07585	Bo_m.314252
OG0007210	Znev_07588	Bo_m.138749
OG0007211	Znev_07589	Bo_m.116116
OG0007212	Znev_07590	Bo_m.304583
OG0007213	Znev_07594	Bo_m.259986
OG0007214	Znev_07596	Bo_m.129573
OG0007215	Znev_07607	Bo_m.192532
OG0007216	Znev_17702	Bo_m.152701
OG0007217	Znev_13353	Bo_m.146990
OG0007218	Znev_13354	Bo_m.61531
OG0007219	Znev_13361	Bo_m.225450
OG0007220	Znev_17975	Bo_m.328932
OG0007221	Znev_13277	Bo_m.48025
OG0007222	Znev_13281	Bo_m.98488
OG0007223	Znev_13282	Bo_m.59749
OG0007224	Znev_13283	Bo_m.277167
OG0007225	Znev_13284	Bo_m.181875
OG0007226	Znev_14670	Bo_m.268254
OG0007227	Znev_10814	Bo_m.88822
OG0007228	Znev_10815	Bo_m.200872
OG0007229	Znev_10816	Bo_m.147176
OG0007230	Znev_10817	Bo_m.269576
OG0007231	Znev_10818	Bo_m.113592
OG0007232	Znev_10819	Bo_m.319818
OG0007233	Znev_10820	Bo_m.375271
OG0007234	Znev_10821	Bo_m.375108
OG0007235	Znev_10822	Bo_m.262211
OG0007236	Znev_10824	Bo_m.380233
OG0007237	Znev_10825	Bo_m.183740
OG0007238	Znev_10830	Bo_m.161615
OG0007239	Znev_10832	Bo_m.380055
OG0007240	Znev_12009	Bo_m.283493
OG0007241	Znev_14647	Bo_m.356881
OG0007242	Znev_14648	Bo_m.334256
OG0007243	Znev_14355	Bo_m.348946
OG0007244	Znev_14356	Bo_m.278444
OG0007245	Znev_12829	Bo_m.376458
OG0007246	Znev_12831	Bo_m.201944
OG0007247	Znev_12834	Bo_m.131559
OG0007248	Znev_12835	Bo_m.273890
OG0007249	Znev_12836	Bo_m.275653
OG0007250	Znev_12837	Bo_m.120895
OG0007251	Znev_12838	Bo_m.292715
OG0007252	Znev_12841	Bo_m.270907
OG0007253	Znev_14608	Bo_m.358030
OG0007254	Znev_14610	Bo_m.186843
OG0007255	Znev_18483	Bo_m.373467
OG0007256	Znev_01141	Bo_m.128533
OG0007257	Znev_01145	Bo_m.7330
OG0007258	Znev_01146	Bo_m.263528
OG0007259	Znev_01149	Bo_m.95217
OG0007260	Znev_01151	Bo_m.230972
OG0007261	Znev_01152	Bo_m.149734
OG0007262	Znev_01153	Bo_m.200110
OG0007263	Znev_01155	Bo_m.47553
OG0007264	Znev_01156	Bo_m.87249
OG0007265	Znev_01159	Bo_m.352426
OG0007266	Znev_01161	Bo_m.92423
OG0007267	Znev_01162	Bo_m.311879
OG0007268	Znev_01163	Bo_m.186097
OG0007269	Znev_01164	Bo_m.186957
OG0007270	Znev_01165	Bo_m.282553
OG0007271	Znev_01168	Bo_m.86539
OG0007272	Znev_01169	Bo_m.304699
OG0007273	Znev_01171	Bo_m.259456
OG0007274	Znev_01173	Bo_m.358721
OG0007275	Znev_01174	Bo_m.240355
OG0007276	Znev_01175	Bo_m.377371
OG0007277	Znev_01185	Bo_m.89155
OG0007278	Znev_01186	Bo_m.119731
OG0007279	Znev_01187	Bo_m.376516
OG0007280	Znev_01188	Bo_m.332661
OG0007281	Znev_01190	Bo_m.263478
OG0007282	Znev_01191	Bo_m.98876
OG0007283	Znev_01193	Bo_m.181470
OG0007284	Znev_01195	Bo_m.56368
OG0007285	Znev_01196	Bo_m.373460
OG0007286	Znev_01197	Bo_m.81797
OG0007287	Znev_01201	Bo_m.96376
OG0007288	Znev_01206	Bo_m.25929
OG0007289	Znev_01207	Bo_m.303281
OG0007290	Znev_01208	Bo_m.344745
OG0007291	Znev_01211	Bo_m.246371
OG0007292	Znev_01212	Bo_m.320731
OG0007293	Znev_01213	Bo_m.366124
OG0007294	Znev_01214	Bo_m.330551
OG0007295	Znev_16997	Bo_m.342217
OG0007296	Znev_05919	Bo_m.184117
OG0007297	Znev_05920	Bo_m.343813
OG0007298	Znev_05923	Bo_m.351487
OG0007299	Znev_05926	Bo_m.347794
OG0007300	Znev_05928	Bo_m.324252
OG0007301	Znev_05930	Bo_m.104228
OG0007302	Znev_05931	Bo_m.359798
OG0007303	Znev_05933	Bo_m.66608
OG0007304	Znev_05936	Bo_m.274389
OG0007305	Znev_05937	Bo_m.297307
OG0007306	Znev_05938	Bo_m.178152
OG0007307	Znev_05939	Bo_m.23747
OG0007308	Znev_05948	Bo_m.355503
OG0007309	Znev_05950	Bo_m.76183
OG0007310	Znev_05951	Bo_m.126001
OG0007311	Znev_05952	Bo_m.352938
OG0007312	Znev_05953	Bo_m.175823
OG0007313	Znev_05954	Bo_m.228693
OG0007314	Znev_17514	Bo_m.55435
OG0007315	Znev_17517	Bo_m.311279
OG0007316	Znev_17518	Bo_m.358294
OG0007317	Znev_08728	Bo_m.186437
OG0007318	Znev_08729	Bo_m.332192
OG0007319	Znev_08730	Bo_m.155223
OG0007320	Znev_08731	Bo_m.138656
OG0007321	Znev_08737	Bo_m.130518
OG0007322	Znev_08738	Bo_m.1731
OG0007323	Znev_08739	Bo_m.381826
OG0007324	Znev_08743	Bo_m.287388
OG0007325	Znev_08744	Bo_m.107299
OG0007326	Znev_08746	Bo_m.250268
OG0007327	Znev_08747	Bo_m.353153
OG0007328	Znev_08748	Bo_m.301221
OG0007329	Znev_08751	Bo_m.339688
OG0007330	Znev_08752	Bo_m.339697
OG0007331	Znev_08754	Bo_m.51468
OG0007332	Znev_18383	Bo_m.290907
OG0007333	Znev_12271	Bo_m.216382
OG0007334	Znev_12278	Bo_m.115757
OG0007335	Znev_11514	Bo_m.323775
OG0007336	Znev_11515	Bo_m.144633
OG0007337	Znev_11517	Bo_m.32641
OG0007338	Znev_11518	Bo_m.182061
OG0007339	Znev_11519	Bo_m.249382
OG0007340	Znev_11520	Bo_m.225371
OG0007341	Znev_11521	Bo_m.186169
OG0007342	Znev_11523	Bo_m.288442
OG0007343	Znev_11525	Bo_m.296826
OG0007344	Znev_11528	Bo_m.100992
OG0007345	Znev_11529	Bo_m.55293
OG0007346	Znev_11530	Bo_m.331548
OG0007347	Znev_12953	Bo_m.224051
OG0007348	Znev_12954	Bo_m.250695
OG0007349	Znev_12955	Bo_m.341465
OG0007350	Znev_12956	Bo_m.348532
OG0007351	Znev_12957	Bo_m.263726
OG0007352	Znev_12958	Bo_m.31239
OG0007353	Znev_12960	Bo_m.222639
OG0007354	Znev_12961	Bo_m.200168
OG0007355	Znev_13211	Bo_m.171200
OG0007356	Znev_13212	Bo_m.37733
OG0007357	Znev_13217	Bo_m.77325
OG0007358	Znev_13565	Bo_m.99554
OG0007359	Znev_06209	Bo_m.103482
OG0007360	Znev_06211	Bo_m.124536
OG0007361	Znev_06217	Bo_m.175871
OG0007362	Znev_06219	Bo_m.193538
OG0007363	Znev_06222	Bo_m.158883
OG0007364	Znev_06225	Bo_m.189095
OG0007365	Znev_06226	Bo_m.92520
OG0007366	Znev_06227	Bo_m.66508
OG0007367	Znev_06233	Bo_m.134406
OG0007368	Znev_06234	Bo_m.180022
OG0007369	Znev_06235	Bo_m.75577
OG0007370	Znev_06237	Bo_m.162824
OG0007371	Znev_06238	Bo_m.184399
OG0007372	Znev_18101	Bo_m.138886
OG0007373	Znev_12194	Bo_m.336393
OG0007374	Znev_12195	Bo_m.87143
OG0007375	Znev_12196	Bo_m.347321
OG0007376	Znev_12197	Bo_m.245723
OG0007377	Znev_12198	Bo_m.71519
OG0007378	Znev_12201	Bo_m.378106
OG0007379	Znev_12202	Bo_m.370033
OG0007380	Znev_12203	Bo_m.325520
OG0007381	Znev_13198	Bo_m.381841
OG0007382	Znev_13200	Bo_m.260015
OG0007383	Znev_13204	Bo_m.357311
OG0007384	Znev_06694	Bo_m.302100
OG0007385	Znev_06697	Bo_m.364593
OG0007386	Znev_06699	Bo_m.89008
OG0007387	Znev_06701	Bo_m.192989
OG0007388	Znev_06702	Bo_m.226098
OG0007389	Znev_06703	Bo_m.66026
OG0007390	Znev_06704	Bo_m.186334
OG0007391	Znev_06705	Bo_m.202109
OG0007392	Znev_06708	Bo_m.232617
OG0007393	Znev_06709	Bo_m.152491
OG0007394	Znev_06711	Bo_m.194486
OG0007395	Znev_06720	Bo_m.318051
OG0007396	Znev_06721	Bo_m.252667
OG0007397	Znev_06723	Bo_m.158818
OG0007398	Znev_17307	Bo_m.248965
OG0007399	Znev_05881	Bo_m.264355
OG0007400	Znev_05885	Bo_m.324840
OG0007401	Znev_05886	Bo_m.105064
OG0007402	Znev_05888	Bo_m.190212
OG0007403	Znev_05889	Bo_m.98030
OG0007404	Znev_05890	Bo_m.215643
OG0007405	Znev_05896	Bo_m.292057
OG0007406	Znev_05897	Bo_m.174239
OG0007407	Znev_05898	Bo_m.203663
OG0007408	Znev_05901	Bo_m.265449
OG0007409	Znev_05902	Bo_m.177690
OG0007410	Znev_05904	Bo_m.195953
OG0007411	Znev_05907	Bo_m.61568
OG0007412	Znev_05909	Bo_m.259471
OG0007413	Znev_05912	Bo_m.93084
OG0007414	Znev_16710	Bo_m.320856
OG0007415	Znev_16711	Bo_m.111079
OG0007416	Znev_16713	Bo_m.185446
OG0007417	Znev_16714	Bo_m.259518
OG0007418	Znev_07223	Bo_m.233571
OG0007419	Znev_07229	Bo_m.117499
OG0007420	Znev_07230	Bo_m.112149
OG0007421	Znev_07231	Bo_m.360642
OG0007422	Znev_07232	Bo_m.312717
OG0007423	Znev_07236	Bo_m.300396
OG0007424	Znev_07237	Bo_m.375647
OG0007425	Znev_07238	Bo_m.129915
OG0007426	Znev_07240	Bo_m.74221
OG0007427	Znev_07241	Bo_m.56880
OG0007428	Znev_07246	Bo_m.364996
OG0007429	Znev_07247	Bo_m.105069
OG0007430	Znev_07248	Bo_m.182527
OG0007431	Znev_07250	Bo_m.232238
OG0007432	Znev_07251	Bo_m.281376
OG0007433	Znev_07254	Bo_m.251637
OG0007434	Znev_17000	Bo_m.264367
OG0007435	Znev_17003	Bo_m.26665
OG0007436	Znev_11840	Bo_m.347145
OG0007437	Znev_11843	Bo_m.267646
OG0007438	Znev_11844	Bo_m.267643
OG0007439	Znev_11845	Bo_m.81828
OG0007440	Znev_11846	Bo_m.81814
OG0007441	Znev_11849	Bo_m.206461
OG0007442	Znev_16805	Bo_m.344897
OG0007443	Znev_11287	Bo_m.289347
OG0007444	Znev_11288	Bo_m.328532
OG0007445	Znev_11290	Bo_m.31572
OG0007446	Znev_11292	Bo_m.71723
OG0007447	Znev_11293	Bo_m.376535
OG0007448	Znev_11294	Bo_m.27994
OG0007449	Znev_11295	Bo_m.334086
OG0007450	Znev_11296	Bo_m.308303
OG0007451	Znev_11298	Bo_m.279865
OG0007452	Znev_16700	Bo_m.219804
OG0007453	Znev_16704	Bo_m.364721
OG0007454	Znev_16706	Bo_m.32751
OG0007455	Znev_13996	Bo_m.23209
OG0007456	Znev_14004	Bo_m.280655
OG0007457	Znev_15391	Bo_m.341910
OG0007458	Znev_15392	Bo_m.147965
OG0007459	Znev_15393	Bo_m.147975
OG0007460	Znev_14480	Bo_m.358943
OG0007461	Znev_14482	Bo_m.7948
OG0007462	Znev_05382	Bo_m.168518
OG0007463	Znev_05393	Bo_m.44437
OG0007464	Znev_05398	Bo_m.121075
OG0007465	Znev_05399	Bo_m.215986
OG0007466	Znev_05407	Bo_m.13943
OG0007467	Znev_05408	Bo_m.316588
OG0007468	Znev_05415	Bo_m.249572
OG0007469	Znev_05418	Bo_m.339974
OG0007470	Znev_17450	Bo_m.304508
OG0007471	Znev_17453	Bo_m.327381
OG0007472	Znev_03998	Bo_m.299952
OG0007473	Znev_04000	Bo_m.214656
OG0007474	Znev_04002	Bo_m.37018
OG0007475	Znev_04009	Bo_m.273185
OG0007476	Znev_04010	Bo_m.203051
OG0007477	Znev_04013	Bo_m.229896
OG0007478	Znev_04014	Bo_m.298910
OG0007479	Znev_04020	Bo_m.59103
OG0007480	Znev_04021	Bo_m.148865
OG0007481	Znev_04022	Bo_m.378280
OG0007482	Znev_04023	Bo_m.376720
OG0007483	Znev_04028	Bo_m.94743
OG0007484	Znev_04029	Bo_m.370795
OG0007485	Znev_04031	Bo_m.293180
OG0007486	Znev_04033	Bo_m.355299
OG0007487	Znev_04036	Bo_m.28773
OG0007488	Znev_04038	Bo_m.160147
OG0007489	Znev_04040	Bo_m.274641
OG0007490	Znev_16947	Bo_m.3027
OG0007491	Znev_16948	Bo_m.293187
OG0007492	Znev_16949	Bo_m.160150
OG0007493	Znev_16950	Bo_m.359507
OG0007494	Znev_11701	Bo_m.124654
OG0007495	Znev_11702	Bo_m.276288
OG0007496	Znev_11703	Bo_m.276286
OG0007497	Znev_11706	Bo_m.94201
OG0007498	Znev_11707	Bo_m.94195
OG0007499	Znev_11708	Bo_m.276832
OG0007500	Znev_11709	Bo_m.24864
OG0007501	Znev_11710	Bo_m.291591
OG0007502	Znev_11715	Bo_m.310437
OG0007503	Znev_11717	Bo_m.273616
OG0007504	Znev_15475	Bo_m.326902
OG0007505	Znev_15425	Bo_m.352846
OG0007506	Znev_15426	Bo_m.378636
OG0007507	Znev_04371	Bo_m.153886
OG0007508	Znev_04372	Bo_m.153877
OG0007509	Znev_04373	Bo_m.255397
OG0007510	Znev_04378	Bo_m.255240
OG0007511	Znev_04384	Bo_m.249406
OG0007512	Znev_04386	Bo_m.371845
OG0007513	Znev_04387	Bo_m.371846
OG0007514	Znev_04391	Bo_m.226965
OG0007515	Znev_04392	Bo_m.109703
OG0007516	Znev_04394	Bo_m.310795
OG0007517	Znev_04396	Bo_m.231359
OG0007518	Znev_04397	Bo_m.66019
OG0007519	Znev_04398	Bo_m.274318
OG0007520	Znev_04404	Bo_m.262367
OG0007521	Znev_04410	Bo_m.334180
OG0007522	Znev_17279	Bo_m.122597
OG0007523	Znev_17281	Bo_m.259887
OG0007524	Znev_15471	Bo_m.142509
OG0007525	Znev_07097	Bo_m.349286
OG0007526	Znev_07100	Bo_m.342897
OG0007527	Znev_07102	Bo_m.185259
OG0007528	Znev_07114	Bo_m.14981
OG0007529	Znev_07115	Bo_m.355726
OG0007530	Znev_07117	Bo_m.1466
OG0007531	Znev_16896	Bo_m.206538
OG0007532	Znev_16898	Bo_m.33892
OG0007533	Znev_16899	Bo_m.76502
OG0007534	Znev_10063	Bo_m.133
OG0007535	Znev_10064	Bo_m.45459
OG0007536	Znev_10065	Bo_m.205269
OG0007537	Znev_10066	Bo_m.305336
OG0007538	Znev_10067	Bo_m.29335
OG0007539	Znev_10069	Bo_m.307119
OG0007540	Znev_10073	Bo_m.232416
OG0007541	Znev_10074	Bo_m.261718
OG0007542	Znev_10081	Bo_m.241141
OG0007543	Znev_10082	Bo_m.189855
OG0007544	Znev_17615	Bo_m.129562
OG0007545	Znev_17616	Bo_m.139737
OG0007546	Znev_12414	Bo_m.129819
OG0007547	Znev_12418	Bo_m.290635
OG0007548	Znev_12420	Bo_m.249751
OG0007549	Znev_12425	Bo_m.348856
OG0007550	Znev_12428	Bo_m.302458
OG0007551	Znev_07125	Bo_m.74327
OG0007552	Znev_07127	Bo_m.309009
OG0007553	Znev_07128	Bo_m.86055
OG0007554	Znev_07129	Bo_m.354702
OG0007555	Znev_07132	Bo_m.67885
OG0007556	Znev_07133	Bo_m.84984
OG0007557	Znev_07134	Bo_m.60465
OG0007558	Znev_07146	Bo_m.32473
OG0007559	Znev_07148	Bo_m.257547
OG0007560	Znev_07152	Bo_m.37194
OG0007561	Znev_07153	Bo_m.227788
OG0007562	Znev_07156	Bo_m.103791
OG0007563	Znev_17140	Bo_m.113497
OG0007564	Znev_12204	Bo_m.146862
OG0007565	Znev_12207	Bo_m.321102
OG0007566	Znev_12210	Bo_m.283470
OG0007567	Znev_12211	Bo_m.109925
OG0007568	Znev_12213	Bo_m.298623
OG0007569	Znev_12214	Bo_m.213529
OG0007570	Znev_12215	Bo_m.262596
OG0007571	Znev_12217	Bo_m.256959
OG0007572	Znev_12218	Bo_m.380693
OG0007573	Znev_18510	Bo_m.51885
OG0007574	Znev_13650	Bo_m.204064
OG0007575	Znev_13651	Bo_m.92280
OG0007576	Znev_13652	Bo_m.32881
OG0007577	Znev_13654	Bo_m.158570
OG0007578	Znev_13658	Bo_m.237431
OG0007579	Znev_17882	Bo_m.201751
OG0007580	Znev_12939	Bo_m.200799
OG0007581	Znev_12944	Bo_m.358798
OG0007582	Znev_12948	Bo_m.127934
OG0007583	Znev_12949	Bo_m.3471
OG0007584	Znev_12950	Bo_m.51097
OG0007585	Znev_15969	Bo_m.107872
OG0007586	Znev_15970	Bo_m.93770
OG0007587	Znev_07260	Bo_m.381102
OG0007588	Znev_07261	Bo_m.82590
OG0007589	Znev_07262	Bo_m.216673
OG0007590	Znev_07265	Bo_m.234947
OG0007591	Znev_07266	Bo_m.256842
OG0007592	Znev_07269	Bo_m.136723
OG0007593	Znev_07273	Bo_m.310831
OG0007594	Znev_07274	Bo_m.207596
OG0007595	Znev_07275	Bo_m.331902
OG0007596	Znev_07276	Bo_m.208680
OG0007597	Znev_07279	Bo_m.203521
OG0007598	Znev_07283	Bo_m.177620
OG0007599	Znev_07284	Bo_m.177621
OG0007600	Znev_07285	Bo_m.324332
OG0007601	Znev_07286	Bo_m.201428
OG0007602	Znev_18459	Bo_m.211017
OG0007603	Znev_03390	Bo_m.231238
OG0007604	Znev_03391	Bo_m.125917
OG0007605	Znev_03393	Bo_m.125933
OG0007606	Znev_03394	Bo_m.372803
OG0007607	Znev_03397	Bo_m.368614
OG0007608	Znev_03399	Bo_m.129124
OG0007609	Znev_03402	Bo_m.328121
OG0007610	Znev_03403	Bo_m.247485
OG0007611	Znev_03404	Bo_m.343777
OG0007612	Znev_03405	Bo_m.307314
OG0007613	Znev_03406	Bo_m.372918
OG0007614	Znev_03407	Bo_m.375684
OG0007615	Znev_03408	Bo_m.375685
OG0007616	Znev_03411	Bo_m.351039
OG0007617	Znev_03413	Bo_m.119672
OG0007618	Znev_03420	Bo_m.109439
OG0007619	Znev_03425	Bo_m.112503
OG0007620	Znev_03427	Bo_m.162399
OG0007621	Znev_03429	Bo_m.328076
OG0007622	Znev_03430	Bo_m.87265
OG0007623	Znev_03433	Bo_m.188616
OG0007624	Znev_03434	Bo_m.40630
OG0007625	Znev_03435	Bo_m.325385
OG0007626	Znev_03436	Bo_m.267915
OG0007627	Znev_03438	Bo_m.143055
OG0007628	Znev_03439	Bo_m.334536
OG0007629	Znev_03440	Bo_m.124897
OG0007630	Znev_05306	Bo_m.269277
OG0007631	Znev_05308	Bo_m.3405
OG0007632	Znev_05309	Bo_m.115941
OG0007633	Znev_05310	Bo_m.136413
OG0007634	Znev_05313	Bo_m.231032
OG0007635	Znev_05317	Bo_m.229395
OG0007636	Znev_05320	Bo_m.380855
OG0007637	Znev_05321	Bo_m.187437
OG0007638	Znev_05322	Bo_m.95308
OG0007639	Znev_05323	Bo_m.374704
OG0007640	Znev_05324	Bo_m.239150
OG0007641	Znev_05325	Bo_m.186849
OG0007642	Znev_05326	Bo_m.161314
OG0007643	Znev_05328	Bo_m.284433
OG0007644	Znev_05330	Bo_m.135722
OG0007645	Znev_05331	Bo_m.228344
OG0007646	Znev_05332	Bo_m.87210
OG0007647	Znev_05335	Bo_m.52262
OG0007648	Znev_05338	Bo_m.40510
OG0007649	Znev_05342	Bo_m.319552
OG0007650	Znev_08306	Bo_m.193345
OG0007651	Znev_08307	Bo_m.112126
OG0007652	Znev_08309	Bo_m.335371
OG0007653	Znev_08312	Bo_m.115486
OG0007654	Znev_08313	Bo_m.115496
OG0007655	Znev_08314	Bo_m.38114
OG0007656	Znev_08317	Bo_m.350805
OG0007657	Znev_08319	Bo_m.59070
OG0007658	Znev_08320	Bo_m.324418
OG0007659	Znev_08324	Bo_m.368186
OG0007660	Znev_08326	Bo_m.116170
OG0007661	Znev_17959	Bo_m.332465
OG0007662	Znev_17960	Bo_m.272751
OG0007663	Znev_14673	Bo_m.311341
OG0007664	Znev_14144	Bo_m.338178
OG0007665	Znev_14145	Bo_m.4109
OG0007666	Znev_18544	Bo_m.38469
OG0007667	Znev_04816	Bo_m.249909
OG0007668	Znev_04820	Bo_m.364836
OG0007669	Znev_04821	Bo_m.137624
OG0007670	Znev_04822	Bo_m.94994
OG0007671	Znev_04823	Bo_m.250554
OG0007672	Znev_04824	Bo_m.52555
OG0007673	Znev_04826	Bo_m.210476
OG0007674	Znev_04827	Bo_m.192553
OG0007675	Znev_04830	Bo_m.329010
OG0007676	Znev_04831	Bo_m.135837
OG0007677	Znev_04834	Bo_m.199574
OG0007678	Znev_04835	Bo_m.65078
OG0007679	Znev_04838	Bo_m.373916
OG0007680	Znev_04839	Bo_m.373914
OG0007681	Znev_04840	Bo_m.93632
OG0007682	Znev_04841	Bo_m.279314
OG0007683	Znev_04842	Bo_m.272080
OG0007684	Znev_04843	Bo_m.115744
OG0007685	Znev_04845	Bo_m.342667
OG0007686	Znev_04846	Bo_m.302710
OG0007687	Znev_04848	Bo_m.32400
OG0007688	Znev_04849	Bo_m.187990
OG0007689	Znev_04855	Bo_m.373623
OG0007690	Znev_15076	Bo_m.76711
OG0007691	Znev_15078	Bo_m.172544
OG0007692	Znev_10614	Bo_m.252332
OG0007693	Znev_10621	Bo_m.378847
OG0007694	Znev_10623	Bo_m.92172
OG0007695	Znev_10627	Bo_m.365445
OG0007696	Znev_15546	Bo_m.278984
OG0007697	Znev_15019	Bo_m.217471
OG0007698	Znev_15020	Bo_m.217451
OG0007699	Znev_15021	Bo_m.259949
OG0007700	Znev_15022	Bo_m.91613
OG0007701	Znev_13406	Bo_m.231409
OG0007702	Znev_13407	Bo_m.309773
OG0007703	Znev_13408	Bo_m.300426
OG0007704	Znev_13409	Bo_m.308437
OG0007705	Znev_13412	Bo_m.196467
OG0007706	Znev_13413	Bo_m.340271
OG0007707	Znev_13415	Bo_m.375009
OG0007708	Znev_13416	Bo_m.33824
OG0007709	Znev_15748	Bo_m.336448
OG0007710	Znev_13623	Bo_m.126644
OG0007711	Znev_13979	Bo_m.312181
OG0007712	Znev_13980	Bo_m.26894
OG0007713	Znev_13981	Bo_m.67322
OG0007714	Znev_13982	Bo_m.202093
OG0007715	Znev_13983	Bo_m.309091
OG0007716	Znev_13984	Bo_m.222749
OG0007717	Znev_13985	Bo_m.222753
OG0007718	Znev_13986	Bo_m.113839
OG0007719	Znev_14153	Bo_m.258934
OG0007720	Znev_14154	Bo_m.276332
OG0007721	Znev_14157	Bo_m.287956
OG0007722	Znev_14158	Bo_m.313871
OG0007723	Znev_13529	Bo_m.380010
OG0007724	Znev_13532	Bo_m.322039
OG0007725	Znev_13533	Bo_m.362936
OG0007726	Znev_13535	Bo_m.105050
OG0007727	Znev_13536	Bo_m.182555
OG0007728	Znev_02954	Bo_m.183759
OG0007729	Znev_02957	Bo_m.234846
OG0007730	Znev_02962	Bo_m.87740
OG0007731	Znev_02963	Bo_m.101546
OG0007732	Znev_02965	Bo_m.210480
OG0007733	Znev_02966	Bo_m.83610
OG0007734	Znev_02967	Bo_m.126296
OG0007735	Znev_02969	Bo_m.61907
OG0007736	Znev_02970	Bo_m.46640
OG0007737	Znev_02973	Bo_m.166943
